idx	label	predict	pABar	correct	Rx	best_fair_value	cor_acc_value	time
0	1	1	0.9939982190557056	1	0.12045866250991821	0.05205416679382324	0.6518518518518518	0:02:54.039828
1	1	1	0.9939982190557056	1	0.12045866250991821	0.07881772518157959	0.637037037037037	0:02:50.440048
2	1	1	0.9939982190557056	1	0.12045866250991821	0.032534658908843994	0.6407407407407407	0:02:49.033862
3	1	1	0.9939982190557056	1	0.12045866250991821	0.030993878841400146	0.6466666666666666	0:02:51.244260
4	1	1	0.9939982190557056	1	0.12045866250991821	0.04660683870315552	0.6407407407407407	0:02:47.758023
5	1	1	0.9939982190557056	1	0.12045866250991821	0.05625581741333008	0.6362962962962962	0:02:51.393400
6	1	1	0.9939982190557056	1	0.12045866250991821	0.03694826364517212	0.6311111111111111	0:02:48.332676
7	1	1	0.9939982190557056	1	0.12045866250991821	0.047502338886260986	0.6407407407407407	0:02:52.258261
8	1	1	0.9939982190557056	1	0.12045866250991821	0.033951520919799805	0.6422222222222221	0:02:47.727618
9	1	1	0.9939982190557056	1	0.12045866250991821	0.057250916957855225	0.6355555555555555	0:02:54.440183
10	1	1	0.9939982190557056	1	0.12045866250991821	0.03225290775299072	0.634074074074074	0:02:55.551862
11	1	1	0.9939982190557056	1	0.12045866250991821	0.027301371097564697	0.6377777777777778	0:03:09.487775
12	1	1	0.9939982190557056	1	0.12045866250991821	0.05867159366607666	0.6362962962962962	0:03:11.467943
13	1	1	0.9939982190557056	1	0.12045866250991821	0.04131191968917847	0.6385185185185185	0:03:06.801641
14	1	1	0.9939982190557056	1	0.12045866250991821	0.044325292110443115	0.6377777777777778	0:03:08.700281
15	1	1	0.9939982190557056	1	0.12045866250991821	0.03958332538604736	0.64	0:03:11.838533
16	1	1	0.9939982190557056	1	0.12045866250991821	0.06740224361419678	0.6348148148148148	0:03:13.212384
17	1	1	0.9939982190557056	1	0.12045866250991821	0.05467468500137329	0.6385185185185185	0:03:13.323047
18	1	1	0.9939982190557056	1	0.12045866250991821	0.047502338886260986	0.6422222222222221	0:03:14.428897
19	1	1	0.9939982190557056	1	0.12045866250991821	0.04695308208465576	0.6392592592592592	0:03:10.637448
20	1	1	0.9939982190557056	1	0.12045866250991821	0.05773252248764038	0.6296296296296297	0:03:14.208480
21	1	1	0.9939982190557056	1	0.12045866250991821	0.0678437352180481	0.6407407407407407	0:03:13.769312
22	1	1	0.9939982190557056	1	0.12045866250991821	0.08265137672424316	0.6333333333333333	0:03:09.772595
23	1	1	0.9939982190557056	1	0.12045866250991821	0.02205878496170044	0.634074074074074	0:03:18.711984
24	1	1	0.9939982190557056	1	0.12045866250991821	0.054261863231658936	0.634074074074074	0:03:20.006550
25	1	1	0.9939982190557056	1	0.12045866250991821	0.06360876560211182	0.64	0:03:20.560679
26	1	1	0.9939982190557056	1	0.12045866250991821	0.04031556844711304	0.6318518518518518	0:03:19.930620
27	1	1	0.9939982190557056	1	0.12045866250991821	0.05757725238800049	0.6377777777777778	0:03:18.395213
28	1	1	0.9939982190557056	1	0.12045866250991821	0.06248992681503296	0.6437037037037037	0:03:18.216960
29	1	1	0.9939982190557056	1	0.12045866250991821	0.04453074932098389	0.6333333333333333	0:02:58.250448
30	1	1	0.9939982190557056	1	0.12045866250991821	0.048514723777770996	0.6377777777777778	0:02:52.892945
31	1	1	0.9939982190557056	1	0.12045866250991821	0.008133649826049805	0.6281481481481481	0:02:53.382805
32	1	1	0.9939982190557056	1	0.12045866250991821	0.06085461378097534	0.64	0:02:54.061703
33	1	1	0.9939982190557056	1	0.12045866250991821	0.0716734528541565	0.6362962962962962	0:02:57.405953
34	1	1	0.9939982190557056	1	0.12045866250991821	0.0762295126914978	0.6303703703703704	0:02:55.331743
35	1	1	0.9939982190557056	1	0.12045866250991821	0.0875333845615387	0.634074074074074	0:02:52.093087
36	1	1	0.9939982190557056	1	0.12045866250991821	0.03888857364654541	0.642962962962963	0:02:53.304164
37	1	1	0.9939982190557056	1	0.12045866250991821	0.035578906536102295	0.6407407407407407	0:02:58.413519
38	1	1	0.9939982190557056	1	0.12045866250991821	0.05315887928009033	0.6451851851851852	0:03:04.444212
39	1	1	0.9939982190557056	1	0.12045866250991821	0.06620806455612183	0.6422222222222221	0:02:56.999510
40	1	1	0.9939982190557056	1	0.12045866250991821	0.03481864929199219	0.6422222222222221	0:03:04.168793
41	1	1	0.9939982190557056	1	0.12045866250991821	0.02285712957382202	0.6444444444444444	0:02:58.638080
42	1	1	0.9939982190557056	1	0.12045866250991821	0.07402515411376953	0.642962962962963	0:03:00.593409
43	1	1	0.9939982190557056	1	0.12045866250991821	0.06217437982559204	0.6444444444444444	0:02:58.440149
44	1	1	0.9939982190557056	1	0.12045866250991821	0.06375306844711304	0.6274074074074074	0:03:01.172099
45	1	1	0.9939982190557056	1	0.12045866250991821	0.020428776741027832	0.6422222222222221	0:02:55.600316
46	1	1	0.9939982190557056	1	0.12045866250991821	0.04976475238800049	0.6288888888888888	0:02:57.945246
47	1	1	0.9939982190557056	1	0.12045866250991821	0.06203967332839966	0.6362962962962962	0:02:59.839544
48	1	1	0.9939982190557056	1	0.12045866250991821	0.0715453028678894	0.64	0:02:58.144258
49	1	1	0.9939982190557056	1	0.12045866250991821	0.03589987754821777	0.6407407407407407	0:03:01.676214
50	1	1	0.9939982190557056	1	0.12045866250991821	0.05217081308364868	0.6348148148148148	0:02:58.681820
