idx	label	predict	pABar	correct	Rx	best_fair_value	cor_acc_value	time
0	1	1	0.9939982190557056	1	0.9889128804206848	0.06384274363517761	0.8929411764705881	0:02:28.744754
1	1	1	0.9939982190557056	1	1.2045866250991821	0.04318183660507202	0.8729411764705881	0:02:30.930355
2	1	1	0.9939982190557056	1	1.2045866250991821	0.058621615171432495	0.8894117647058822	0:02:30.583485
3	1	1	0.9939982190557056	1	1.2045866250991821	0.05530792474746704	0.8823529411764706	0:02:30.314036
4	1	1	0.9939982190557056	1	1.2045866250991821	0.06103137135505676	0.8811764705882352	0:02:30.887251
5	1	1	0.9939982190557056	1	0.630412757396698	0.07173457741737366	0.8905882352941176	0:02:27.609514
6	1	1	0.9939982190557056	1	1.2045866250991821	0.057423174381256104	0.8858823529411763	0:02:28.804534
7	1	1	0.9939982190557056	1	1.2045866250991821	0.045943886041641235	0.8952941176470588	0:02:30.266756
8	1	1	0.9939982190557056	1	1.2045866250991821	0.0424288809299469	0.8941176470588235	0:02:31.766333
9	1	1	0.9939982190557056	1	1.2045866250991821	0.04810969531536102	0.8858823529411763	0:02:31.513788
10	1	1	0.9939982190557056	1	1.0699228048324585	0.0634002536535263	0.8741176470588234	0:02:30.612574
11	1	1	0.9939982190557056	1	0.8050304055213928	0.07235297560691833	0.8929411764705881	0:02:30.272049
12	1	1	0.9939982190557056	1	1.2045866250991821	0.06027567386627197	0.8952941176470588	0:02:28.251907
13	1	1	0.9939982190557056	1	1.0699228048324585	0.07194790244102478	0.8894117647058822	0:02:28.288367
14	1	1	0.9939982190557056	1	0.8050304055213928	0.06958127021789551	0.8917647058823529	0:02:30.663515
15	1	1	0.9939982190557056	1	0.44411709904670715	0.07716679573059082	0.8905882352941176	0:02:29.922505
16	1	1	0.9939982190557056	1	0.8050304055213928	0.07146930694580078	0.8847058823529411	0:02:28.262876
17	1	1	0.9939982190557056	1	1.2045866250991821	0.05384907126426697	0.8870588235294117	0:02:28.551166
18	1	1	0.9939982190557056	1	1.0699228048324585	0.0665886402130127	0.8811764705882352	0:02:27.855424
19	1	1	0.9939982190557056	1	1.2045866250991821	0.034502238035202026	0.8905882352941176	0:02:29.008351
20	1	-1	0.0	0	-1	-1	-1	0:01:49.591789
21	1	1	0.9939982190557056	1	1.0699228048324585	0.060753971338272095	0.8929411764705881	0:02:29.996747
22	1	1	0.9939982190557056	1	0.6505060195922852	0.05788072943687439	0.8752941176470588	0:02:29.087945
23	1	1	0.9939982190557056	1	1.2045866250991821	0.04482695460319519	0.8988235294117646	0:02:31.085619
