idx	label	predict	pABar	correct	Rx	best_fair_value	cor_acc_value	time
0	1	1	0.9939982190557052	1	5.591061115264893	0.19148936867713928	0.5644444444444444	0:00:57.503125
1	1	1	0.9939982190557052	1	5.931667804718018	0.16597816348075867	0.5777777777777777	0:00:56.985394
2	1	1	0.9939982190557052	1	8.050304412841797	0.17391303181648254	0.5377777777777778	0:00:56.721006
3	1	1	0.9939982190557052	1	6.3041276931762695	0.15220636129379272	0.5466666666666666	0:00:56.905880
4	1	1	0.9939982190557052	1	5.12623405456543	0.1987951695919037	0.5244444444444445	0:00:57.226690
5	1	1	0.9939982190557052	1	6.9441914558410645	0.2056114673614502	0.52	0:00:56.754448
6	1	1	0.9939982190557052	1	6.505060195922852	0.1915966272354126	0.5244444444444445	0:00:56.845069
7	1	1	0.9939982190557052	1	6.717767715454102	0.1805555522441864	0.5555555555555556	0:00:56.732263
8	1	1	0.9939982190557052	1	6.9441914558410645	0.14756569266319275	0.5644444444444444	0:00:56.763835
9	1	1	0.9939982190557052	1	8.050304412841797	0.1256302297115326	0.52	0:00:56.712657
10	1	1	0.9939982190557052	1	6.3041276931762695	0.1061297059059143	0.52	0:00:56.756676
11	1	1	0.9939982190557052	1	5.275839805603027	0.23193278908729553	0.5377777777777778	0:00:57.037755
12	1	1	0.9939982190557052	1	8.404504776000977	0.21594825387001038	0.5333333333333333	0:00:56.856783
13	1	1	0.9939982190557052	1	7.186811447143555	0.18301209807395935	0.5555555555555556	0:00:56.505192
14	1	1	0.9939982190557052	1	7.734676361083984	0.14625617861747742	0.5333333333333333	0:00:56.997526
15	1	1	0.9939982190557052	1	7.734676361083984	0.11778116226196289	0.5333333333333333	0:00:56.677658
16	1	1	0.9939982190557052	1	6.9441914558410645	0.164686918258667	0.5377777777777778	0:00:56.651446
17	1	1	0.9939982190557052	1	5.275839805603027	0.20086121559143066	0.5422222222222223	0:00:57.113625
18	1	1	0.9939982190557052	1	6.717767715454102	0.07127100229263306	0.5511111111111111	0:00:59.906318
19	1	1	0.9939982190557052	1	5.591061115264893	0.2300485074520111	0.5377777777777778	0:01:04.379699
20	1	1	0.9939982190557052	1	6.3041276931762695	0.2082066535949707	0.5244444444444445	0:01:07.220767
